,ds,yhat,yhat_lower,yhat_upper
0,2007-12-10,8.842101155324949,7.723348544848181,10.162294589500295
1,2007-12-11,8.590654711824175,7.3966320810421085,9.821129769753526
2,2007-12-12,8.386500387872218,7.156588289256642,9.63890524215503
3,2007-12-13,8.36442615934901,7.0911142358584796,9.513510598044745
4,2007-12-14,8.352423790844577,7.150696059298089,9.581759515021716
5,2007-12-15,8.097734501401261,6.960918185411869,9.3168203591744
6,2007-12-16,8.447634315516897,7.403739739242092,9.719731322038422
7,2007-12-17,8.744234534712938,7.700007120557013,9.917331461901382
8,2007-12-18,8.507054202143237,7.243178342613149,9.739151524784711
9,2007-12-19,8.319225191290101,7.140115490126287,9.479105279746213
10,2007-12-20,8.315143579558688,7.135770441726286,9.56777849944422
11,2007-12-21,8.322384443062553,6.993155225720263,9.533139258492417
12,2007-12-22,8.08776014764387,6.974321653526647,9.332080838254964
13,2007-12-23,8.458118273981679,7.255605921806612,9.738528081204345
14,2007-12-24,8.77515421916757,7.625882096233582,10.188052364998258
15,2007-12-25,8.557994973743556,7.336795307985455,9.724198834514066
16,2007-12-26,8.38941436283958,7.095030729147866,9.598748766455362
17,2007-12-27,8.403493111277335,7.125682195221114,9.587759683821716
18,2007-12-28,8.427540618773893,7.190216595515244,9.627345141495994
19,2007-12-29,8.208158328338593,6.8789868065160595,9.470036528273807
20,2007-12-30,8.592040697799785,7.416258328353563,9.920513705213999
21,2007-12-31,8.920788756545955,7.618634585731034,10.034846124567757
22,2008-01-01,8.713492755446117,7.452105731745567,9.882753798181454
23,2008-01-02,8.552944276122293,7.2821549128827385,9.732039636034514
24,2008-01-03,8.573291302815727,7.235141672242344,9.749376802516405
25,2008-01-04,8.601953347305573,7.253968235163098,9.891907455996675
26,2008-01-05,8.38567676849947,7.3192480114487175,9.570419519517985
27,2008-01-06,8.771326600852092,7.639328975389704,9.982999429730679
28,2008-01-07,9.100690213706729,7.827884930586814,10.340206069273911
29,2008-01-08,8.893049674232564,7.75824035583668,10.141407544657781
30,2008-01-09,8.731383557641475,7.502226246643188,10.069822593321733
31,2008-01-10,8.75001208602424,7.575354650466006,10.04250822611891
32,2008-01-11,8.776503052460177,7.431169792736685,10.169100795260306
33,2008-01-12,8.557719014437813,7.399393940880999,9.703477319856637
34,2008-01-13,8.940602377963526,7.741210351284176,10.214052958680336
35,2008-01-14,9.266973956322333,7.998836783001432,10.372513289695458
36,2008-01-15,9.056102083713558,7.75580448362472,10.249705030749356
37,2008-01-16,8.890903173675955,7.640743336681245,10.08117702223953
38,2008-01-17,8.905587683008887,7.571609044979255,10.050626842782254
39,2008-01-18,8.927568947407018,7.821686826113796,10.147191729070792
40,2008-01-19,8.703515311372444,7.537534863284204,9.94851149240106
41,2008-01-20,9.080142042612295,7.979549007067557,10.344941477339331
42,2008-01-21,9.399018417355096,8.086922812365929,10.581378669470498
43,2008-01-22,9.179146798540787,7.945606044961494,10.43634353245241
44,2008-01-23,9.003174285194397,7.801920546097032,10.201989336311136
45,2008-01-24,9.005050538100507,7.7949039949715235,10.241124360811495
46,2008-01-25,9.01194885909211,7.772549140590951,10.328044582896368
47,2008-01-26,8.77033053619233,7.508406264698772,9.950646965912075
48,2008-01-27,9.12674852579078,7.8366217766008,10.356391041396673
49,2008-01-28,9.422665443656776,8.173012003982373,10.622279140590406
50,2008-01-29,9.177042289662372,7.981736541858508,10.289611930773692
51,2008-01-30,8.97255811775239,7.763003287314881,10.072591635590806
52,2008-02-01,8.916557613720542,7.674183163446453,10.153362232097198
53,2008-02-02,8.639149686419492,7.3654051306029125,9.8511940971431
54,2008-02-03,8.957965845895508,7.706177860128751,10.091979139029956
55,2008-02-04,9.214911169916828,8.060951286416646,10.461960567730912
56,2008-02-05,8.929462445492645,7.68704199443203,10.27185171782797
57,2008-02-06,8.684878922904117,7.414761890814288,9.929739170820943
